datalink b 
=========================================================================
                          Station B                                 
-------------------------------------------------------------------------
Protocol.lib, version 3.0, Build: Oct 19 2009 (jiangy@public3.bta.net.cn)
Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-005
Log file "datalink-B.log", TCP port 59144, debug mask 0x00
Station B is connecting station A (TCP port 59144) ... Done.
New epoch: Tue Dec 01 14:03:25 2009
=========================================================================
Designed by chenchen_07415_071419, build: Dec  1 2009  14:02:59

1.441 ** WARNING: System too busy, sleep 15 ms, but be awakened 163 ms later
1444.452 .... 5217 packets received, 7399 bps, 92.49%, Err 116 (1.0e-005)
1446.562 .... 5225 packets received, 7400 bps, 92.50%, Err 116 (1.0e-005)
1448.678 .... 5233 packets received, 7400 bps, 92.50%, Err 116 (1.0e-005)
1450.791 .... 5241 packets received, 7401 bps, 92.51%, Err 116 (1.0e-005)
1452.902 .... 5249 packets received, 7401 bps, 92.52%, Err 116 (1.0e-005)
1455.018 .... 5257 packets received, 7402 bps, 92.52%, Err 116 (1.0e-005)
1457.940 .... 5263 packets received, 7395 bps, 92.44%, Err 118 (1.0e-005)
1460.035 .... 5274 packets received, 7400 bps, 92.50%, Err 118 (1.0e-005)
1462.152 .... 5282 packets received, 7401 bps, 92.51%, Err 118 (1.0e-005)
1464.259 .... 5290 packets received, 7401 bps, 92.52%, Err 118 (1.0e-005)
1466.378 .... 5298 packets received, 7402 bps, 92.52%, Err 118 (1.0e-005)
1468.526 .... 5306 packets received, 7402 bps, 92.53%, Err 118 (1.0e-005)
1470.591 .... 5314 packets received, 7403 bps, 92.53%, Err 118 (1.0e-005)
1472.711 .... 5322 packets received, 7403 bps, 92.54%, Err 118 (1.0e-005)
1474.819 .... 5330 packets received, 7404 bps, 92.55%, Err 118 (1.0e-005)
1476.944 .... 5338 packets received, 7404 bps, 92.55%, Err 118 (1.0e-005)
1479.049 .... 5346 packets received, 7405 bps, 92.56%, Err 118 (1.0e-005)
1481.185 .... 5354 packets received, 7405 bps, 92.56%, Err 118 (1.0e-005)
1483.294 .... 5362 packets received, 7406 bps, 92.57%, Err 118 (9.9e-006)
1485.393 .... 5370 packets received, 7406 bps, 92.58%, Err 118 (9.9e-006)
1487.498 .... 5378 packets received, 7407 bps, 92.58%, Err 118 (9.9e-006)
1489.621 .... 5386 packets received, 7407 bps, 92.59%, Err 118 (9.9e-006)
1491.731 .... 5394 packets received, 7408 bps, 92.60%, Err 118 (9.9e-006)
1493.840 .... 5402 packets received, 7408 bps, 92.60%, Err 119 (1.0e-005)
1496.999 .... 5407 packets received, 7399 bps, 92.49%, Err 121 (1.0e-005)
1500.194 .... 5415 packets received, 7395 bps, 92.43%, Err 122 (1.0e-005)
1502.826 .... 5428 packets received, 7399 bps, 92.49%, Err 123 (1.0e-005)
1504.928 .... 5438 packets received, 7403 bps, 92.53%, Err 123 (1.0e-005)
1507.041 .... 5446 packets received, 7403 bps, 92.54%, Err 123 (1.0e-005)
1509.166 .... 5454 packets received, 7404 bps, 92.54%, Err 123 (1.0e-005)
1511.338 .... 5462 packets received, 7404 bps, 92.55%, Err 123 (1.0e-005)
1514.196 .... 5469 packets received, 7399 bps, 92.49%, Err 124 (1.0e-005)
1516.291 .... 5480 packets received, 7404 bps, 92.55%, Err 124 (1.0e-005)
1518.415 .... 5488 packets received, 7404 bps, 92.55%, Err 124 (1.0e-005)
1520.522 .... 5496 packets received, 7405 bps, 92.56%, Err 124 (1.0e-005)
1522.618 .... 5504 packets received, 7405 bps, 92.57%, Err 124 (1.0e-005)
1524.744 .... 5512 packets received, 7406 bps, 92.57%, Err 124 (1.0e-005)
1527.639 .... 5519 packets received, 7401 bps, 92.51%, Err 125 (1.0e-005)
1529.753 .... 5530 packets received, 7406 bps, 92.57%, Err 125 (1.0e-005)
1531.871 .... 5538 packets received, 7406 bps, 92.58%, Err 125 (1.0e-005)
1533.976 .... 5546 packets received, 7407 bps, 92.58%, Err 125 (1.0e-005)
1536.092 .... 5554 packets received, 7407 bps, 92.59%, Err 125 (1.0e-005)
1538.208 .... 5562 packets received, 7408 bps, 92.59%, Err 125 (1.0e-005)
1540.312 .... 5570 packets received, 7408 bps, 92.60%, Err 125 (1.0e-005)
1542.440 .... 5578 packets received, 7408 bps, 92.61%, Err 125 (1.0e-005)
1544.528 .... 5586 packets received, 7409 bps, 92.61%, Err 125 (1.0e-005)
1546.657 .... 5594 packets received, 7409 bps, 92.62%, Err 125 (1.0e-005)
1548.760 .... 5602 packets received, 7410 bps, 92.62%, Err 125 (1.0e-005)
1550.874 .... 5610 packets received, 7410 bps, 92.63%, Err 125 (1.0e-005)
1552.989 .... 5618 packets received, 7411 bps, 92.64%, Err 125 (1.0e-005)
1555.086 .... 5626 packets received, 7411 bps, 92.64%, Err 125 (1.0e-005)
1557.201 .... 5634 packets received, 7412 bps, 92.65%, Err 125 (1.0e-005)
1559.327 .... 5642 packets received, 7412 bps, 92.65%, Err 125 (1.0e-005)
1561.420 .... 5650 packets received, 7413 bps, 92.66%, Err 125 (1.0e-005)
1563.547 .... 5658 packets received, 7413 bps, 92.67%, Err 125 (1.0e-005)
1565.649 .... 5666 packets received, 7414 bps, 92.67%, Err 125 (1.0e-005)
1567.794 .... 5674 packets received, 7414 bps, 92.68%, Err 125 (1.0e-005)
1569.869 .... 5682 packets received, 7415 bps, 92.68%, Err 125 (1.0e-005)
1571.982 .... 5690 packets received, 7415 bps, 92.69%, Err 125 (9.9e-006)
1575.160 .... 5697 packets received, 7409 bps, 92.62%, Err 127 (1.0e-005)
1577.267 .... 5708 packets received, 7414 bps, 92.67%, Err 127 (1.0e-005)
1579.388 .... 5716 packets received, 7414 bps, 92.68%, Err 127 (1.0e-005)
1581.500 .... 5724 packets received, 7415 bps, 92.68%, Err 127 (1.0e-005)
1583.615 .... 5732 packets received, 7415 bps, 92.69%, Err 127 (1.0e-005)
1585.724 .... 5740 packets received, 7415 bps, 92.69%, Err 127 (1.0e-005)
1587.836 .... 5748 packets received, 7416 bps, 92.70%, Err 127 (1.0e-005)
1589.952 .... 5756 packets received, 7416 bps, 92.70%, Err 127 (1.0e-005)
1592.061 .... 5764 packets received, 7417 bps, 92.71%, Err 127 (1.0e-005)
1594.165 .... 5771 packets received, 7416 bps, 92.70%, Err 128 (1.0e-005)
1596.287 .... 5779 packets received, 7416 bps, 92.71%, Err 128 (1.0e-005)
1599.443 .... 5787 packets received, 7412 bps, 92.65%, Err 129 (1.0e-005)
1601.557 .... 5798 packets received, 7416 bps, 92.70%, Err 129 (1.0e-005)
1603.678 .... 5806 packets received, 7417 bps, 92.71%, Err 129 (1.0e-005)
1605.797 .... 5814 packets received, 7417 bps, 92.71%, Err 129 (1.0e-005)
1607.904 .... 5822 packets received, 7418 bps, 92.72%, Err 129 (1.0e-005)
1610.015 .... 5830 packets received, 7418 bps, 92.73%, Err 129 (1.0e-005)
1612.137 .... 5838 packets received, 7418 bps, 92.73%, Err 129 (1.0e-005)
1614.247 .... 5846 packets received, 7419 bps, 92.74%, Err 129 (1.0e-005)
1616.901 .... 5851 packets received, 7413 bps, 92.66%, Err 130 (1.0e-005)
1618.998 .... 5863 packets received, 7419 bps, 92.73%, Err 130 (1.0e-005)
1621.122 .... 5871 packets received, 7419 bps, 92.74%, Err 130 (1.0e-005)
1623.233 .... 5879 packets received, 7420 bps, 92.74%, Err 130 (1.0e-005)
1625.260 .... 5886 packets received, 7419 bps, 92.74%, Err 130 (1.0e-005)
1627.474 .... 5895 packets received, 7420 bps, 92.75%, Err 130 (1.0e-005)
1629.592 .... 5903 packets received, 7421 bps, 92.76%, Err 130 (1.0e-005)
1631.706 .... 5911 packets received, 7421 bps, 92.76%, Err 130 (1.0e-005)
1633.807 .... 5919 packets received, 7422 bps, 92.77%, Err 130 (9.9e-006)
1635.915 .... 5927 packets received, 7422 bps, 92.78%, Err 131 (1.0e-005)
1638.022 .... 5935 packets received, 7423 bps, 92.78%, Err 131 (1.0e-005)
1640.145 .... 5943 packets received, 7423 bps, 92.79%, Err 131 (1.0e-005)
1642.269 .... 5951 packets received, 7423 bps, 92.79%, Err 131 (1.0e-005)
1644.399 .... 5959 packets received, 7424 bps, 92.80%, Err 131 (1.0e-005)
1646.496 .... 5967 packets received, 7424 bps, 92.80%, Err 131 (9.9e-006)
1648.607 .... 5975 packets received, 7425 bps, 92.81%, Err 131 (9.9e-006)
1651.760 .... 5982 packets received, 7419 bps, 92.74%, Err 132 (1.0e-005)
1654.143 .... 5990 packets received, 7418 bps, 92.73%, Err 133 (1.0e-005)
1656.255 .... 5997 packets received, 7417 bps, 92.72%, Err 134 (1.0e-005)
1658.358 .... 6009 packets received, 7423 bps, 92.79%, Err 134 (1.0e-005)
1660.486 .... 6017 packets received, 7423 bps, 92.79%, Err 135 (1.0e-005)
1662.610 .... 6025 packets received, 7424 bps, 92.80%, Err 135 (1.0e-005)
1664.709 .... 6033 packets received, 7424 bps, 92.80%, Err 135 (1.0e-005)
1666.819 .... 6041 packets received, 7425 bps, 92.81%, Err 135 (1.0e-005)
1668.923 .... 6049 packets received, 7425 bps, 92.81%, Err 135 (1.0e-005)
1671.041 .... 6057 packets received, 7425 bps, 92.82%, Err 135 (1.0e-005)
1672.594 ** WARNING: System too busy, sleep 15 ms, but be awakened 70 ms later
1673.166 .... 6065 packets received, 7426 bps, 92.82%, Err 135 (1.0e-005)
1675.265 .... 6073 packets received, 7426 bps, 92.83%, Err 135 (1.0e-005)
1677.390 .... 6081 packets received, 7427 bps, 92.83%, Err 135 (1.0e-005)
1679.507 .... 6089 packets received, 7427 bps, 92.84%, Err 135 (1.0e-005)
1681.604 .... 6097 packets received, 7427 bps, 92.84%, Err 135 (1.0e-005)
1683.732 .... 6105 packets received, 7428 bps, 92.85%, Err 135 (1.0e-005)
1685.834 .... 6113 packets received, 7428 bps, 92.85%, Err 135 (1.0e-005)
1687.945 .... 6121 packets received, 7429 bps, 92.86%, Err 135 (1.0e-005)
1690.073 .... 6129 packets received, 7429 bps, 92.86%, Err 135 (1.0e-005)
1692.163 .... 6137 packets received, 7430 bps, 92.87%, Err 135 (1.0e-005)
1694.283 .... 6145 packets received, 7430 bps, 92.87%, Err 135 (1.0e-005)
1696.395 .... 6153 packets received, 7430 bps, 92.88%, Err 136 (1.0e-005)
1703.791 .... 6160 packets received, 7406 bps, 92.58%, Err 138 (1.0e-005)
1705.893 .... 6178 packets received, 7419 bps, 92.74%, Err 138 (1.0e-005)
1708.022 .... 6186 packets received, 7419 bps, 92.74%, Err 138 (1.0e-005)
1710.116 .... 6194 packets received, 7420 bps, 92.75%, Err 138 (1.0e-005)
1712.231 .... 6202 packets received, 7420 bps, 92.75%, Err 138 (1.0e-005)
1714.353 .... 6210 packets received, 7421 bps, 92.76%, Err 138 (1.0e-005)
1716.476 .... 6218 packets received, 7421 bps, 92.76%, Err 138 (1.0e-005)
1718.577 .... 6226 packets received, 7421 bps, 92.77%, Err 138 (1.0e-005)
1720.697 .... 6234 packets received, 7422 bps, 92.77%, Err 138 (1.0e-005)
1722.799 .... 6242 packets received, 7422 bps, 92.78%, Err 138 (1.0e-005)
1724.933 .... 6250 packets received, 7423 bps, 92.78%, Err 138 (1.0e-005)
1727.026 .... 6258 packets received, 7423 bps, 92.79%, Err 138 (1.0e-005)
1729.132 .... 6266 packets received, 7423 bps, 92.79%, Err 138 (1.0e-005)
1731.250 .... 6274 packets received, 7424 bps, 92.80%, Err 138 (1.0e-005)
1733.350 .... 6282 packets received, 7424 bps, 92.80%, Err 138 (1.0e-005)
1735.480 .... 6290 packets received, 7425 bps, 92.81%, Err 138 (9.9e-006)
1737.593 .... 6298 packets received, 7425 bps, 92.81%, Err 138 (9.9e-006)
1740.744 .... 6306 packets received, 7421 bps, 92.76%, Err 140 (1.0e-005)
1742.858 .... 6317 packets received, 7425 bps, 92.81%, Err 140 (1.0e-005)
1744.963 .... 6325 packets received, 7425 bps, 92.82%, Err 140 (1.0e-005)
1747.088 .... 6333 packets received, 7426 bps, 92.82%, Err 140 (1.0e-005)
1749.035 TCP disconnected.
